class_code,schedule,instructor,year
Math 2 THR,"TTh, 8:30-10AM","WALO, MA. LAILANI",AY1819A
Math 2 THU,"TTh, 10-11:30AM","CEJO, ROBERT JAY",AY1819A
Math 2 THV,"TTh, 11:30AM-1PM","WALO, MA. LAILANI",AY1819A
Math 2 WFV,"WF, 11:30AM-1PM","AGUILAR, ADJANI",AY1819A
Math 10 THR,"TTh, 8:30-10AM","ARCEO, CARLENE PERPETUA",AY1819A
Math 10 THU,"TTh, 10-11:30AM","ARCEO, CARLENE PERPETUA",AY1819A
Math 10 THW,"TTh, 1-2:30PM","NERI, MARRICK",AY1819A
Math 10 WFU,"WF, 10-11:30AM","BALMACEDA, JOSE MARIA",AY1819A
Math 11 THV,"TTh, 11:30AM-1PM","VERGARA, THOMAS HERALD",AY1819A
Math 11 WFR,"WF, 8:30-10AM","RIVERO, RACHELLE; VERGARA, THOMAS HERALD",AY1819A
Math 11 WFV,"WF, 11:30AM-1PM","DE LA CRUZ, RALPH JOHN",AY1819A
Math 14 THV,"TTh, 11:30AM-1PM","ABARA, MA. NERISSA",AY1819A
Math 14 THX,"TTh, 2:30-4PM","ABARA, MA. NERISSA",AY1819A
Math 14 WFQ,"WF, 7-8:30AM","ALAS, ROSE ANNE",AY1819A
Math 14 WFU,"WF, 10-11:30AM","VERGARA, THOMAS HERALD",AY1819A
Math 17 TWHFX,"TWThF, 2:30-3:45PM","AGUILAR, ADJANI",AY1819A
Math 20 THQWFQ1,"TWThF, 7:15-8:15AM","JUNIO, ALLAN; MARALIT, JRYL",AY1819A
Math 20 THQWFQ2,"TWThF, 7:15-8:15AM","JUNIO, ALLAN; STA. ANA, ANGELICA",AY1819A
Math 20 THQWFQ3,"TWThF, 7:15-8:15AM","JUNIO, ALLAN; YAO, HUBERT",AY1819A
Math 20 THQWFQ4,"TWThF, 7:15-8:15AM","JUNIO, ALLAN; LAMANDO, ARVIN",AY1819A
Math 20 THQWFR1,"TTh, 7:15-8:15AM","JUNIO, ALLAN; LAMANDO, ARVIN",AY1819A
Math 20 THQWFR3,"TTh, 7:15-8:15AM","JUNIO, ALLAN; YAO, HUBERT",AY1819A
Math 20 THRWFQ5,"WF, 7:15-8:15AM","CONSORTE, ODESSA",AY1819A
Math 20 THRWFR5,"TWThF, 8:45-9:45AM","CONSORTE, ODESSA",AY1819A
Math 20 THRWFR7,"TWThF, 8:45-9:45AM","CONSORTE, ODESSA; STA. ANA, ANGELICA",AY1819A
Math 20 THRWFR8,"TWThF, 8:45-9:45AM","CONSORTE, ODESSA; CRUZ, ANJELO GABRIEL",AY1819A
Math 20 THXWFW5,"WF, 1:15-2:15PM","JUNIO, ALLAN; CRUZ, ANJELO GABRIEL",AY1819A
Math 20 THXWFW7,"WF, 1:15-2:15PM","JUNIO, ALLAN; MARFIL, RAMON INIGO",AY1819A
Math 20 THXWFX17,"TWThF, 2:45-3:45PM","JUNIO, ALLAN; ALAS, ROSE ANNE",AY1819A
Math 20 THXWFX5,"TWThF, 2:45-3:45PM","JUNIO, ALLAN; CRUZ, ANJELO GABRIEL",AY1819A
Math 20 THXWFX7,"TWThF, 2:45-3:45PM","JUNIO, ALLAN; MARFIL, RAMON INIGO",AY1819A
Math 21 WFQ1THQ1,"TWThF, 7:15-8:15AM","DAMASCO, JOSEPH RAY CLARENCE",AY1819A
Math 21 WFQ1THQ2,"TWThF, 7:15-8:15AM","DAMASCO, JOSEPH RAY CLARENCE; GUADALUPE, RUSSELLE",AY1819A
Math 21 WFQ1THQ3,"TWThF, 7:15-8:15AM","DAMASCO, JOSEPH RAY CLARENCE; STA. ANA, ANGELICA",AY1819A
Math 21 WFQ1THQ4,"TWThF, 7:15-8:15AM","DAMASCO, JOSEPH RAY CLARENCE",AY1819A
Math 21 WFQ1THR1,"WF, 7:15-8:15AM","DAMASCO, JOSEPH RAY CLARENCE",AY1819A
Math 21 WFQ1THR2,"WF, 7:15-8:15AM","DAMASCO, JOSEPH RAY CLARENCE; GUADALUPE, RUSSELLE",AY1819A
Math 21 WFQ1THR3,"WF, 7:15-8:15AM","DAMASCO, JOSEPH RAY CLARENCE; ARIAS, JEANINE CONCEPCION",AY1819A
Math 21 WFQ1THR4-1,"WF, 7:15-8:15AM","DAMASCO, JOSEPH RAY CLARENCE",AY1819A
Math 21 WFQ2THQ10,"TWThF, 7:15-8:15AM","PELEJO, DIANE CHRISTINE; CRUZ, ANJELO GABRIEL",AY1819A
Math 21 WFQ2THQ11,"TWThF, 7:15-8:15AM","PELEJO, DIANE CHRISTINE; CEJO, ROBERT JAY",AY1819A
Math 21 WFQ2THQ12,"TWThF, 7:15-8:15AM","MARALIT, JRYL; PELEJO, DIANE CHRISTINE",AY1819A
Math 21 WFQ2THQ9,"TWThF, 7:15-8:15AM","PELEJO, DIANE CHRISTINE",AY1819A
Math 21 WFQ2THR10,"WF, 7:15-8:15AM","PELEJO, DIANE CHRISTINE; RAYA, KARLA MACHEL",AY1819A
Math 21 WFR1THQ5,"TTh, 7:15-8:15AM","OROPEZA, ALIP; FABRERO, JOHN LAWRENCE",AY1819A
Math 21 WFR1THQ6,"TTh, 7:15-8:15AM","OROPEZA, ALIP; ADAJAR, CARLO FRANCISCO",AY1819A
Math 21 WFR1THQ7,"TTh, 7:15-8:15AM","BARGO, MARIA CRISTINA; OROPEZA, ALIP",AY1819A
Math 21 WFR1THR5,"TWThF, 8:45-9:45AM","OROPEZA, ALIP; FABRERO, JOHN LAWRENCE",AY1819A
Math 21 WFR1THR7,"TWThF, 8:45-9:45AM","OROPEZA, ALIP",AY1819A
Math 21 WFR1THR8,"TWThF, 8:45-9:45AM","OROPEZA, ALIP; ADAJAR, CARLO FRANCISCO",AY1819A
Math 21 WFR2THQ13,"TTh, 7:15-8:15AM","NERI, MARRICK; YAO, HUBERT",AY1819A
Math 21 WFR2THQ14,"TTh, 7:15-8:15AM","NERI, MARRICK; BAYSAULI, MICHAEL CHRISTIAN",AY1819A
Math 21 WFR2THQ15,"TTh, 7:15-8:15AM","NERI, MARRICK; CHUA, GARI LINCOLN",AY1819A
Math 21 WFR2THR13,"TWThF, 8:45-9:45AM","NERI, MARRICK; CEJO, ROBERT JAY",AY1819A
Math 21 WFR2THR14,"TWThF, 8:45-9:45AM","NERI, MARRICK; BAYSAULI, MICHAEL CHRISTIAN",AY1819A
Math 21 WFR2THR15,"TWThF, 8:45-9:45AM","NERI, MARRICK; CHUA, GARI LINCOLN",AY1819A
Math 21 WFR2THR16,"TWThF, 8:45-9:45AM","NERI, MARRICK; OLAVIDES, MARVIN",AY1819A
Math 21 WFU1THU1,"TWThF, 10:15-11:15AM","SANTOS, JASMIN-MAE; JOVEN, JESUS PAOLO",AY1819A
Math 21 WFU1THU2,"TWThF, 10:15-11:15AM","SANTOS, JASMIN-MAE; GUADALUPE, RUSSELLE",AY1819A
Math 21 WFU1THU3,"TWThF, 10:15-11:15AM","SANTOS, JASMIN-MAE; OLAVIDES, MARVIN",AY1819A
Math 21 WFU1THU4,"TWThF, 10:15-11:15AM","BARGO, MARIA CRISTINA; SANTOS, JASMIN-MAE",AY1819A
Math 21 WFU1THV1,"WF, 10:15-11:15AM","SANTOS, JASMIN-MAE; JOVEN, JESUS PAOLO",AY1819A
Math 21 WFU1THV2,"WF, 10:15-11:15AM","SANTOS, JASMIN-MAE; YAO, HUBERT",AY1819A
Math 21 WFU1THV3,"WF, 10:15-11:15AM","SANTOS, JASMIN-MAE; OLAVIDES, MARVIN",AY1819A
Math 21 WFV1THU7,"TTh, 10:15-11:15AM","VALLEJO, LOUIE JOHN; DE LARA, MARK LEXTER",AY1819A
Math 21 WFV1THU8,"TTh, 10:15-11:15AM","CANLUBO, CLARISSON RIZZIE; VALLEJO, LOUIE JOHN",AY1819A
Math 21 WFV1THV5,"TWThF, 11:45AM-12:45PM","VALLEJO, LOUIE JOHN; GUADALUPE, RUSSELLE",AY1819A
Math 21 WFV1THV6,"TWThF, 11:45AM-12:45PM","VALLEJO, LOUIE JOHN; DE LARA, MARK LEXTER",AY1819A
Math 21 WFV1THV7,"TWThF, 11:45AM-12:45PM","VALLEJO, LOUIE JOHN; FABRERO, JOHN LAWRENCE",AY1819A
Math 21 WFV1THV8,"TWThF, 11:45AM-12:45PM","VALLEJO, LOUIE JOHN; RAYMUNDO, GREGORIO",AY1819A
Math 21 WFV2THU13,"TTh, 10:15-11:15AM","SADDI, DARYL ALLEN",AY1819A
Math 21 WFV2THU15,"TTh, 10:15-11:15AM","SADDI, DARYL ALLEN; RAMOS, AARON",AY1819A
Math 21 WFV2THU16,"TTh, 10:15-11:15AM","SADDI, DARYL ALLEN",AY1819A
Math 21 WFV2THV13,"TWThF, 11:45AM-12:45PM","SADDI, DARYL ALLEN",AY1819A
Math 21 WFV2THV14,"TWThF, 11:45AM-12:45PM","SADDI, DARYL ALLEN; BAYSAULI, MICHAEL CHRISTIAN",AY1819A
Math 21 WFV2THV15,"TWThF, 11:45AM-12:45PM","SADDI, DARYL ALLEN; RAMOS, AARON",AY1819A
Math 21 WFV2THV16,"TWThF, 11:45AM-12:45PM","SADDI, DARYL ALLEN; STA. ANA, ANGELICA",AY1819A
Math 21 WFW1THW1,"TWThF, 1:15-2:15PM","PAGUIO, VICTORIA MAY; FABRERO, JOHN LAWRENCE",AY1819A
Math 21 WFW1THW2,"TWThF, 1:15-2:15PM","PAGUIO, VICTORIA MAY; ARIAS, JEANINE CONCEPCION",AY1819A
Math 21 WFW1THW3,"TWThF, 1:15-2:15PM","PAGUIO, VICTORIA MAY; MARFIL, RAMON INIGO",AY1819A
Math 21 WFW1THW4,"TWThF, 1:15-2:15PM","PAGUIO, VICTORIA MAY; LAMANDO, ARVIN",AY1819A
Math 21 WFW1THX1,"WF, 1:15-2:15PM","PAGUIO, VICTORIA MAY; LAMANDO, ARVIN",AY1819A
Math 21 WFW1THX2,"WF, 1:15-2:15PM","PAGUIO, VICTORIA MAY; ARIAS, JEANINE CONCEPCION",AY1819A
Math 21 WFW1THX3,"WF, 1:15-2:15PM","PAGUIO, VICTORIA MAY; MARFIL, RAMON INIGO",AY1819A
Math 21 WFX1THW7,"TTh, 1:15-2:15PM","ONA, MARK PHILIP; RAYMUNDO, GREGORIO",AY1819A
Math 21 WFX1THW8,"TTh, 1:15-2:15PM","ONA, MARK PHILIP; JOVEN, JESUS PAOLO",AY1819A
Math 21 WFX1THW9,"TTh, 1:15-2:15PM","ONA, MARK PHILIP; BAYSAULI, MICHAEL CHRISTIAN",AY1819A
Math 21 WFX1THX5,"TWThF, 2:45-3:45PM","ONA, MARK PHILIP; DE LARA, MARK LEXTER",AY1819A
Math 21 WFX1THX7,"TWThF, 2:45-3:45PM","ONA, MARK PHILIP; RAYMUNDO, GREGORIO",AY1819A
Math 21 WFX1THX8,"TWThF, 2:45-3:45PM","ONA, MARK PHILIP",AY1819A
Math 30 THR,"TTh, 8:30-10AM","JUNIO, ALLAN",AY1819A
Math 30 THR-1,"TTh, 8:30-10AM","MARALIT, JRYL",AY1819A
Math 40 WFW,"WF, 1-2:30PM","BETTY, ROWENA ALMA",AY1819A
Math 40 WFX,"WF, 2:30-4PM","BETTY, ROWENA ALMA",AY1819A
Math 53 TWHFR,"TWThF, 8:30-9:45AM","AGAPITO, JULIUS CAESAR",AY1819A
Math 53 TWHFW,"TWThF, 1-2:15PM","SANTOS, ROVIN",AY1819A
Math 54 THUWFU1,"TWThF, 10-11:15AM","LEYSON, DENNIS; ADAJAR, CARLO FRANCISCO",AY1819A
Math 54 THUWFU2,"TWThF, 10-11:15AM","LEYSON, DENNIS; ALAS, ROSE ANNE",AY1819A
Math 54 THUWFV1,"TTh, 10-11:15AM","LEYSON, DENNIS; ADAJAR, CARLO FRANCISCO",AY1819A
Math 54 THUWFV2,"TTh, 10-11:15AM","LEYSON, DENNIS; ALAS, ROSE ANNE",AY1819A
Math 54 THVWFU5,"WF, 10-11:15AM","DIMABAYAO, JEROME; CHUA, GARI LINCOLN",AY1819A
Math 54 THVWFU6,"WF, 10-11:15AM","DIMABAYAO, JEROME; RAMOS, AARON",AY1819A
Math 54 THVWFV5,"TWThF, 11:30AM-12:45PM","CONSORTE, ODESSA; DIMABAYAO, JEROME",AY1819A
Math 54 THVWFV6,"TWThF, 11:30AM-12:45PM","DIMABAYAO, JEROME; RAMOS, AARON",AY1819A
Math 54 THVWFV7,"TWThF, 11:30AM-12:45PM","DIMABAYAO, JEROME; CHUA, GARI LINCOLN",AY1819A
Math 54 THVWFV8,"TWThF, 11:30AM-12:45PM","DIMABAYAO, JEROME; JOVEN, JESUS PAOLO",AY1819A
Math 55 THR,"TTh, 8:30-10AM","CAALIM, JONATHAN",AY1819A
Math 55 THU,"TTh, 10-11:30AM","ESCANER, JOSE MARIA; RIVERO, RACHELLE",AY1819A
Math 55 THV,"TTh, 11:30AM-1PM","MENDOZA, RENIER; PAGUIO, VICTORIA MAY; RIVERO, RACHELLE",AY1819A
Math 55 WFR,"WF, 8:30-10AM","BARGO, MARIA CRISTINA; CAALIM, JONATHAN",AY1819A
Math 55 WFU,"WF, 10-11:30AM","BARGO, MARIA CRISTINA; CAALIM, JONATHAN",AY1819A
Math 55 WFV,"WF, 11:30AM-1PM","DELA CRUZ, ROMAR",AY1819A
Math 55 WFW,"WF, 1-2:30PM","DELA CRUZ, ROMAR; NERI, MARRICK",AY1819A
Math 100 TWHFQ,"TWThF, 7:15-8:15AM","BIASON, MA. GARNET",AY1819A
Math 100 TWHFQ-1,"TWThF, 7:15-8:15AM","RAYA, KARLA MACHEL",AY1819A
Math 100 TWHFR,"TWThF, 8:45-9:45AM","BIASON, MA. GARNET",AY1819A
Math 109 WFU,"WF, 10-11:30AM","VALLEJO, LOUIE JOHN",AY1819A
Math 110.1 WFU,"WF, 10-11:30AM","BETTY, ROWENA ALMA",AY1819A
Math 110.2 THW,"TTh, 1-2:30PM","DE LA CRUZ, RALPH JOHN",AY1819A
Math 110.3 THX,"TTh, 2:30-4PM","DIMABAYAO, JEROME",AY1819A
Math 117 THR,"TTh, 8:30-10AM","NEMENZO, FIDEL",AY1819A
Math 121 WFX,"WF, 2:30-4PM","AGAPITO, JULIUS CAESAR",AY1819A
Math 122 WFX,"WF, 2:30-4PM","CABARRUBIAS, BITUIN",AY1819A
Math 123.1 WFW,"WF, 1-2:30PM","VELASCO, GINO ANGELO",AY1819A
Math 123.2 WFU,"WF, 10-11:30AM","CABARRUBIAS, BITUIN",AY1819A
Math 123.2 WFW,"WF, 1-2:30PM","CABARRUBIAS, BITUIN",AY1819A
Math 128 THX,"TTh, 2:30-4PM","CELESTE, RICHELL",AY1819A
Math 128 THY,"TTh, 4-5:30PM","CELESTE, RICHELL",AY1819A
Math 128 WFU-1,"WF, 10-11:30AM","ONA, MARK PHILIP",AY1819A
Math 147 THU,"TTh, 10-11:30AM","BASILLA, JULIUS",AY1819A
Math 147 THW,"TTh, 1-2:30PM","BASILLA, JULIUS",AY1819A
Math 162 SGHI,"S, 12-3PM","BAGSIT, ALELIE",AY1819A
Math 162 THX,"TTh, 2:30-4PM","ESCANER, JOSE MARIA",AY1819A
Math 164 SRU,"S, 8:30-11:30AM","BAGSIT, ALELIE",AY1819A
Math 171 THW,"TTh, 1-2:30PM","VELASCO, GINO ANGELO",AY1819A
Math 171 THX,"TTh, 2:30-4PM","VELASCO, GINO ANGELO",AY1819A
Math 180.1 THW,"TTh, 1-2:30PM","PAGUIO, VICTORIA MAY",AY1819A
Math 197 THWIntroduction to Coding Theory,"TTh, 1-2:30PM","DELA CRUZ, ROMAR",AY1819A
Math 197 WFUIntroduction to Enumerative Combinatorics,"WF, 10-11:30AM","LOQUIAS, MANUEL JOSEPH",AY1819A
Math 197 WFWIntroduction to Partial Differential Equations,"WF, 1-2:30PM","OROPEZA, ALIP",AY1819A
Math 197 WFW-3Introduction to Partial Differential Equations,"WF, 1-2:30PM","OROPEZA, ALIP",AY1819A
Math 201 SRU,"S, 8:30-11:30AM","WALO, MA. LAILANI",AY1819A
Math 201 THZ,"TTh, 5:30-7PM","SANTOS, ROVIN",AY1819A
Math 202.1 THZ,"TTh, 5:30-7PM","LOPE, JOSE ERNIE; ONA, MARK PHILIP",AY1819A
Math 203 SGHI,"S, 12-3PM","DICUANGCO, LILIBETH",AY1819A
Math 203 SRU,"S, 8:30-11:30AM","DICUANGCO, LILIBETH",AY1819A
Math 203 WFZ,"WF, 5:30-7PM","BETTY, ROWENA ALMA",AY1819A
Math 205 WFZ,"WF, 5:30-7PM","ESCANER, JOSE MARIA; SANTOS, JASMIN-MAE",AY1819A
Math 208 SUV,"S, 10AM-1PM","BALMACEDA, JOSE MARIA",AY1819A
Math 209.1 THZ,"TTh, 5:30-7PM","SY, POLLY",AY1819A
Math 210.1 THU,"TTh, 10-11:30AM","LOQUIAS, MANUEL JOSEPH",AY1819A
Math 210.1 THX,"TTh, 2:30-4PM","PARAS, AGNES CLOTILDE",AY1819A
Math 211 THY,"TTh, 4-5:30PM","DELA CRUZ, ROMAR",AY1819A
Math 211 THY-1,"TTh, 4-5:30PM","PARAS, AGNES CLOTILDE",AY1819A
Math 211 WFU,"WF, 10-11:30AM","DE LA CRUZ, RALPH JOHN",AY1819A
Math 211 WFU-1,"WF, 10-11:30AM","PELEJO, DIANE CHRISTINE",AY1819A
Math 214 THU,"TTh, 10-11:30AM","PARAS, AGNES CLOTILDE",AY1819A
Math 220.1 THX,"TTh, 2:30-4PM","REYES, NOLI",AY1819A
Math 220.1 THX-1,"TTh, 2:30-4PM","SY, POLLY",AY1819A
Math 221 THU,"TTh, 10-11:30AM","OROPEZA, ALIP",AY1819A
Math 221 WFU,"WF, 10-11:30AM","OROPEZA, ALIP",AY1819A
Math 222 WFY,"WF, 4-5:30PM","REYES, NOLI; VALLEJO, LOUIE JOHN",AY1819A
Math 228 MYZ,"M, 4-7PM","SY, POLLY",AY1819A
Math 228 MYZ-1,"M, 4-7PM","BASILLA, JULIUS",AY1819A
Math 229 WFY,"WF, 4-5:30PM","AGAPITO, JULIUS CAESAR",AY1819A
Math 236 THW,"TTh, 1-2:30PM","ESCANER, JOSE MARIA; SY, POLLY",AY1819A
Math 240 SCDE,"S, 9AM-12PM","FELIX, RENE",AY1819A
Math 242 THX,"TTh, 2:30-4PM","BASILLA, JULIUS",AY1819A
Math 243 THX,"TTh, 2:30-4PM","CANLUBO, CLARISSON RIZZIE",AY1819A
Math 246 THX,"TTh, 2:30-4PM","LEYSON, DENNIS",AY1819A
Math 260 SRU,"S, 8:30-11:30AM","SAMONTE, JOSEPH ANGELO",AY1819A
Math 262.1 SABC,"S, 7-10AM","ARADA, SABINA RACHEL",AY1819A
Math 265 SRU,"S, 8:30-11:30AM","LIOK, ALEX",AY1819A
Math 271.1 WFY,"WF, 4-5:30PM","MENDOZA, RENIER",AY1819A
Math 271.1 WFZ,"WF, 5:30-7PM","MENDOZA, RENIER",AY1819A
Math 280 WFX,"WF, 2:30-4PM","VALLEJO, LOUIE JOHN",AY1819A
Math 280 WFY,"WF, 4-5:30PM","VALLEJO, LOUIE JOHN",AY1819A
Math 290 SQR,"S, 7-10AM","LOPE, JOSE ERNIE; LOQUIAS, MANUEL JOSEPH; SANTOS, JASMIN-MAE",AY1819A
Math 294 THZ,"TTh, 5:30-7PM","NEMENZO, FIDEL",AY1819A
Math 296 MI,"M, 3-4PM","DAVID, FREDEGUSTO",AY1819A
Math 296 MK,"M, 4-5PM","OROPEZA, ALIP",AY1819A
Math 297 SGHIMachine Learning and Deep Learning I,"S, 12-3PM","DAVID, FREDEGUSTO",AY1819A
Math 297 SGHI-1Actuarial Models,"S, 12-3PM","SAMONTE, JOSEPH ANGELO",AY1819A
Math 297 SGHI-2Advanced Math Finance,"S, 12-3PM","LIOK, ALEX",AY1819A
Math 297 SIJKFinancial Markets,"S, 1-4PM","FABROS, MICHELE MARIE",AY1819A
Math 297 THWDeformation Quantization,"TTh, 1-2:30PM","CANLUBO, CLARISSON RIZZIE",AY1819A
Math 297 WFXFourier Analysis,"WF, 2:30-4PM","REYES, NOLI",AY1819A
Math 2 THU,"TTh, 10-11:30AM","WALO, MA. LAILANI",AY1819B
Math 2 THW,"TTh, 1-2:30PM","WALO, MA. LAILANI",AY1819B
Math 2 WFU,"WF, 10-11:30AM","CEJO, ROBERT JAY",AY1819B
Math 2 WFV,"WF, 11:30AM-1PM","AGUILAR, ADJANI",AY1819B
Math 2 WFX,"WF, 2:30-4PM","ABARA, MA. NERISSA",AY1819B
Math 10 THR,"TTh, 8:30-10AM","CANLUBO, CLARISSON RIZZIE; NEMENZO, FIDEL",AY1819B
Math 10 THU,"TTh, 10-11:30AM","ARCEO, CARLENE PERPETUA",AY1819B
Math 10 THW,"TTh, 1-2:30PM","NERI, MARRICK",AY1819B
Math 10 WFU,"WF, 10-11:30AM","BALMACEDA, JOSE MARIA",AY1819B
Math 10 WFW,"WF, 1-2:30PM","ROQUE, MARIAN",AY1819B
Math 11 THU,"TTh, 10-11:30AM","CAALIM, JONATHAN",AY1819B
Math 11 THV,"TTh, 11:30AM-1PM","CAALIM, JONATHAN",AY1819B
Math 14 THU,"TTh, 10-11:30AM","DE LA CRUZ, RALPH JOHN",AY1819B
Math 14 WFV,"WF, 11:30AM-1PM","ABARA, MA. NERISSA",AY1819B
Math 14 WFV-1,"WF, 11:30AM-1PM","DE LA CRUZ, RALPH JOHN",AY1819B
Math 17 TWHFX,"TWThF, 2:30-3:45PM","VERGARA, THOMAS HERALD",AY1819B
Math 20 TWHFR,"TWThF, 8:45-9:45AM","CONSORTE, ODESSA",AY1819B
Math 20 TWHFV,"TWThF, 11:45AM-12:45PM","RIVERO, RACHELLE",AY1819B
Math 20 TWHFW,"TWThF, 1:15-2:15PM","RIVERO, RACHELLE",AY1819B
Math 21 WFQ,"WF, 7:15-8:15AM","PELEJO, DIANE CHRISTINE",AY1819B
Math 21 WFR,"WF, 8:45-9:45AM","ONA, MARK PHILIP",AY1819B
Math 21 WFU,"WF, 10:15-11:15AM","CONSORTE, ODESSA",AY1819B
Math 21 WFV,"WF, 11:45AM-12:45PM","OROPEZA, ALIP",AY1819B
Math 21 THQ1,"TTh, 7:15-8:15AM","JUNIO, ALLAN; PELEJO, DIANE CHRISTINE",AY1819B
Math 21 THQ2,"TTh, 7:15-8:15AM","PELEJO, DIANE CHRISTINE; CORPUZ, RAIZA",AY1819B
Math 21 THQ3,"TTh, 7:15-8:15AM","PELEJO, DIANE CHRISTINE",AY1819B
Math 21 THQ4,"TTh, 7:15-8:15AM","PELEJO, DIANE CHRISTINE; CRUZ, ANJELO GABRIEL",AY1819B
Math 21 THQ5,"TTh, 7:15-8:15AM","ONA, MARK PHILIP; BAYSAULI, MICHAEL CHRISTIAN",AY1819B
Math 21 THQ6,"TTh, 7:15-8:15AM","ONA, MARK PHILIP; PELAYO, PRINCE ALLAN",AY1819B
Math 21 THQ7,"TTh, 7:15-8:15AM","ONA, MARK PHILIP; YAO, HUBERT; LAMANDO, ARVIN",AY1819B
Math 21 THQ8,"TTh, 7:15-8:15AM","ONA, MARK PHILIP; STA. ANA, ANGELICA",AY1819B
Math 21 THR1,"TTh, 8:45-9:45AM","JUNIO, ALLAN; PELEJO, DIANE CHRISTINE",AY1819B
Math 21 THR2-1,"TTh, 8:45-9:45AM","PELEJO, DIANE CHRISTINE; CORPUZ, RAIZA",AY1819B
Math 21 THR3-1,"TTh, 8:45-9:45AM","PELEJO, DIANE CHRISTINE; DE LA CRUZ, RALPH JOHN",AY1819B
Math 21 THR4,"TTh, 8:45-9:45AM","PELEJO, DIANE CHRISTINE; CRUZ, ANJELO GABRIEL",AY1819B
Math 21 THR5,"TTh, 8:45-9:45AM","ONA, MARK PHILIP; ARIAS, JEANINE CONCEPCION",AY1819B
Math 21 THR6,"TTh, 8:45-9:45AM","ONA, MARK PHILIP; PELAYO, PRINCE ALLAN",AY1819B
Math 21 THR7,"TTh, 8:45-9:45AM","ONA, MARK PHILIP; MARFIL, RAMON INIGO; YAO, HUBERT",AY1819B
Math 21 THR8,"TTh, 8:45-9:45AM","ONA, MARK PHILIP; STA. ANA, ANGELICA",AY1819B
Math 21 THU1,"TTh, 10:15-11:15AM","CONSORTE, ODESSA",AY1819B
Math 21 THU2,"TTh, 10:15-11:15AM","CONSORTE, ODESSA; CORPUZ, RAIZA",AY1819B
Math 21 THU3,"TTh, 10:15-11:15AM","CONSORTE, ODESSA; ARIAS, JEANINE CONCEPCION",AY1819B
Math 21 THU4,"TTh, 10:15-11:15AM","CONSORTE, ODESSA",AY1819B
Math 21 THU5,"TTh, 10:15-11:15AM","OROPEZA, ALIP; LAMANDO, ARVIN",AY1819B
Math 21 THU6,"TTh, 10:15-11:15AM","OROPEZA, ALIP; PELAYO, PRINCE ALLAN",AY1819B
Math 21 THU7,"TTh, 10:15-11:15AM","OROPEZA, ALIP; MARFIL, RAMON INIGO",AY1819B
Math 21 THU8,"TTh, 10:15-11:15AM","OROPEZA, ALIP; STA. ANA, ANGELICA",AY1819B
Math 21 THV1,"TTh, 11:45AM-12:45PM","CONSORTE, ODESSA; CRUZ, ANJELO GABRIEL",AY1819B
Math 21 THV2,"TTh, 11:45AM-12:45PM","CONSORTE, ODESSA; CORPUZ, RAIZA",AY1819B
Math 21 THV3,"TTh, 11:45AM-12:45PM","CONSORTE, ODESSA; ARIAS, JEANINE CONCEPCION",AY1819B
Math 21 THV4,"TTh, 11:45AM-12:45PM","CONSORTE, ODESSA",AY1819B
Math 21 THV5,"TTh, 11:45AM-12:45PM","OROPEZA, ALIP; CHUA, GARI LINCOLN; YAO, HUBERT",AY1819B
Math 21 THV6,"TTh, 11:45AM-12:45PM","OROPEZA, ALIP; PELAYO, PRINCE ALLAN",AY1819B
Math 21 THV7,"TTh, 11:45AM-12:45PM","OROPEZA, ALIP; MARFIL, RAMON INIGO",AY1819B
Math 21 THV8,"TTh, 11:45AM-12:45PM","OROPEZA, ALIP; STA. ANA, ANGELICA",AY1819B
Math 22 THQ,"TTh, 7:15-8:15AM","BARGO, MARIA CRISTINA",AY1819B
Math 22 THR,"TTh, 8:45-9:45AM","NERI, MARRICK",AY1819B
Math 22 THU,"TTh, 10:15-11:15AM","LEYSON, DENNIS",AY1819B
Math 22 THV1,"TTh, 11:45AM-12:45PM","VALLEJO, LOUIE JOHN",AY1819B
Math 22 THV2,"TTh, 11:45AM-12:45PM","VELASCO, GINO ANGELO",AY1819B
Math 22 THW,"TTh, 1:15-2:15PM","SANTOS, JASMIN-MAE",AY1819B
Math 22 THX,"TTh, 2:45-3:45PM","PAGUIO, VICTORIA MAY",AY1819B
Math 22 WFQ1,"WF, 7:15-8:15AM","BARGO, MARIA CRISTINA",AY1819B
Math 22 WFQ2,"WF, 7:15-8:15AM","BARGO, MARIA CRISTINA; DAMASCO, JOSEPH RAY CLARENCE",AY1819B
Math 22 WFQ3,"WF, 7:15-8:15AM","BARGO, MARIA CRISTINA; CEJO, ROBERT JAY",AY1819B
Math 22 WFQ4,"WF, 7:15-8:15AM","BARGO, MARIA CRISTINA; CRUZ, ANJELO GABRIEL",AY1819B
Math 22 WFQ5-1,"WF, 7:15-8:15AM","NERI, MARRICK; ADAJAR, CARLO FRANCISCO",AY1819B
Math 22 WFQ6,"WF, 7:15-8:15AM","NERI, MARRICK; RAYMUNDO, GREGORIO",AY1819B
Math 22 WFQ7,"WF, 7:15-8:15AM","NERI, MARRICK; FABRERO, JOHN LAWRENCE; YAO, HUBERT",AY1819B
Math 22 WFQ8,"WF, 7:15-8:15AM","NERI, MARRICK; DE LARA, MARK LEXTER",AY1819B
Math 22 WFR1,"WF, 8:45-9:45AM","BARGO, MARIA CRISTINA",AY1819B
